"run_id","sample","timestamp_local","timestamp_utc","scenario","entity_type","entity_name","metric_group","metric_name","metric_value","unit","tr181_path","labels"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","mac","DE:AD:BE:EF:00:01","","Device.WiFi.DataElements.Network.Device.1.STA.1.MACAddress","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","ip","192.168.1.21","","Device.WiFi.DataElements.Network.Device.1.STA.1.IPAddress","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","active","True","","Device.WiFi.DataElements.Network.Device.1.STA.1.Active","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","interface_type","Wi-Fi","","Device.WiFi.DataElements.Network.Device.1.STA.1.InterfaceType","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","service","video","","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_Service","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","association","connected_device","AP_SALON","","Device.WiFi.DataElements.Network.Device.1.STA.1.ConnectedDevice","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","association","connected_radio","wlan2","","Device.WiFi.DataElements.Network.Device.1.STA.1.ConnectedRadio","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","association","connected_band","5GHz","","Device.WiFi.DataElements.Network.Device.1.STA.1.ConnectedBand","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","association","ssid","SaraMesh-5G","","Device.WiFi.DataElements.Network.Device.1.STA.1.SSID","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","association","bssid","AA:BB:CC:10:01:01","","Device.WiFi.DataElements.Network.Device.1.STA.1.BSSID","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rf","signal_strength_dbm","-50,0","dBm","Device.WiFi.DataElements.Network.Device.1.STA.1.SignalStrength","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rf","noise_dbm","-93,3","dBm","Device.WiFi.DataElements.Network.Device.1.STA.1.Noise","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rf","snr_db","43,3","dB","Device.WiFi.DataElements.Network.Device.1.STA.1.SNR","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rf","mcs","MCS11","count","Device.WiFi.DataElements.Network.Device.1.STA.1.MCS","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rate","last_data_downlink_rate_mbps","837,6","Mbps","Device.WiFi.DataElements.Network.Device.1.STA.1.LastDataDownlinkRate","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","rate","last_data_uplink_rate_mbps","519,3","Mbps","Device.WiFi.DataElements.Network.Device.1.STA.1.LastDataUplinkRate","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","traffic","throughput_downlink_mbps","68,4","Mbps","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_ThroughputDownlink","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","traffic","throughput_uplink_mbps","23,2","Mbps","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_ThroughputUplink","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qos","latency_ms","9,4","ms","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_Latency","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qos","jitter_ms","2,6","ms","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_Jitter","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qos","packet_loss_percent","0","%","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_PacketLoss","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qos","retry_rate_percent","4,1","%","Device.WiFi.DataElements.Network.Device.1.STA.1.Stats.RetryRate","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qoe","qoe_score","100","count","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_QoEScore","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qoe","qoe_state","Buena","","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_QoEState","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","qoe","qoe_reason","sin degradacion relevante","","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_QoEReason","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","stats","bytes_sent","418120418","bytes","Device.WiFi.DataElements.Network.Device.1.STA.1.Stats.BytesSent","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","stats","bytes_received","697202748","bytes","Device.WiFi.DataElements.Network.Device.1.STA.1.Stats.BytesReceived","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","stats","packets_sent","3250814","packets","Device.WiFi.DataElements.Network.Device.1.STA.1.Stats.PacketsSent","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","stats","packets_received","5109333","packets","Device.WiFi.DataElements.Network.Device.1.STA.1.Stats.PacketsReceived","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","mobility","last_connect_time","2026-06-11T20:36:00Z","","Device.WiFi.DataElements.Network.Device.1.STA.1.LastConnectTime","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","mobility","last_seen_seconds","0","","Device.WiFi.DataElements.Network.Device.1.STA.1.LastSeen","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","mobility","roam_count","0","count","Device.WiFi.DataElements.Network.Device.1.STA.1.X_SARA_RoamCount","ap=AP_SALON;sta_index=1;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","hostname","INVITADO_01","","Device.WiFi.DataElements.Network.Device.1.STA.2.Hostname","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","mac","DE:AD:BE:EF:10:01","","Device.WiFi.DataElements.Network.Device.1.STA.2.MACAddress","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","ip","192.168.1.80","","Device.WiFi.DataElements.Network.Device.1.STA.2.IPAddress","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","active","True","","Device.WiFi.DataElements.Network.Device.1.STA.2.Active","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","interface_type","Wi-Fi","","Device.WiFi.DataElements.Network.Device.1.STA.2.InterfaceType","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","client","service","background","","Device.WiFi.DataElements.Network.Device.1.STA.2.X_SARA_Service","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","association","connected_device","AP_SALON","","Device.WiFi.DataElements.Network.Device.1.STA.2.ConnectedDevice","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","association","connected_radio","wlan0","","Device.WiFi.DataElements.Network.Device.1.STA.2.ConnectedRadio","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","association","connected_band","2.4GHz","","Device.WiFi.DataElements.Network.Device.1.STA.2.ConnectedBand","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","association","ssid","SaraMesh-24G","","Device.WiFi.DataElements.Network.Device.1.STA.2.SSID","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","association","bssid","AA:BB:CC:10:01:01","","Device.WiFi.DataElements.Network.Device.1.STA.2.BSSID","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","rf","signal_strength_dbm","-47,7","dBm","Device.WiFi.DataElements.Network.Device.1.STA.2.SignalStrength","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","rf","noise_dbm","-91,3","dBm","Device.WiFi.DataElements.Network.Device.1.STA.2.Noise","ap=AP_SALON;sta_index=2;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","INVITADO_01","rf","snr_db","43,6","dB","Device.WiFi.DataElements.Network.Device.1.STA.2.SNR","ap=AP_SALON;sta_index=2;band=2.4GHz"
